polity,reign_index,duration_years,region,succession_type,temporal_scope,notes
Holy Roman Empire,10,2,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,11,38,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,12,7,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,13,18,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,14,4,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,15,37,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,16,2,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,17,17,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,18,6,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,19,37,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,20,12,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,21,32,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,22,1,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,23,10,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,24,53,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,25,27,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,26,3,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,27,53,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,28,12,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,29,10,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,30,6,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,31,12,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,32,25,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,33,5,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,34,20,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,35,7,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,36,47,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,37,6,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,38,1,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,39,29,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,40,5,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,41,10,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,42,2,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Holy Roman Empire,43,14,Europe,elective,962 - 1806,"Holy Roman Emperors, Otto I to Francis II"
Inca Empire,1,30,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,2,25,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,3,30,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,4,35,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,5,40,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,6,30,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,7,36,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,8,35,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,9,33,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,10,20,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,11,5,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Inca Empire,12,1,Americas,hereditary,1200 - 1572,Inca emperors (Sapa Incas)
Islamic Caliphate,1,2,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,2,10,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,3,12,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,4,5,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,5,19,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,6,3,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,7,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,8,21,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,9,4,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,10,20,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,11,2,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,12,3,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,13,20,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,14,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,15,19,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,16,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,17,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,18,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,19,6,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,20,4,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,21,22,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,22,10,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,23,10,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,24,23,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,25,5,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,26,20,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,27,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,28,15,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,29,14,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,30,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,31,6,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,32,0.5,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,33,10,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,34,23,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,35,9,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,36,15,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,37,24,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,38,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,39,6,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,40,4,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,41,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,42,2,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,43,5,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,44,29,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,45,41,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,46,13,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,47,23,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,48,12,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,49,35,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,50,17,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,51,12,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,52,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,53,36,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,54,1,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Islamic Caliphate,55,17,Middle East,hereditary,632 - 1258,"Rashidun, Umayyad, and Abbasid caliphs"
Japan (Emperors),1,32,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),2,14,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),3,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),4,32,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),5,36,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),6,5,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),7,10,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),8,14,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),9,10,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),10,8,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),11,2,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),12,15,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),13,6,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),14,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),15,11,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),16,19,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),17,25,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),18,7,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),19,9,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),20,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),21,8,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),22,7,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),23,2,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),24,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),25,33,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),26,9,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),27,23,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),28,10,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),29,5,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),30,9,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),31,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),32,8,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),33,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),34,20,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),35,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),36,5,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),37,2,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),38,2,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),39,22,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),40,10,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),41,2,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),42,10,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),43,7,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),44,2,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),45,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),46,16,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),47,7,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),48,2,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),49,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),50,2,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),51,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),52,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),53,5,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),54,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),55,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),56,10,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),57,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),58,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),59,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),60,5,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),61,5,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),62,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),63,21,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),64,10,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),65,20,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),66,11,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),67,5,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),68,14,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),69,17,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),70,9,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),71,14,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),72,10,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),73,9,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),74,9,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),75,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),76,19,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),77,22,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),78,19,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),79,13,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),80,5,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),81,21,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),82,7,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),83,14,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),84,6,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),85,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),86,20,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),87,3,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),88,4,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),89,12,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),90,63,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),91,15,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Japan (Emperors),92,64,Asia,hereditary,539 - present,"Japanese emperors from Emperor Kinmei (29th) onwards, excluding legendary emperors"
Khmer Empire,1,48,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,2,35,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,3,13,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,4,7,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,5,6,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,6,28,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,7,30,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,8,12,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,9,15,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,10,50,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,11,37,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,12,25,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,13,4,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,14,10,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,15,2,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,16,16,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,17,5,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,18,8,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,19,12,Asia,hereditary,802 - 1431,Khmer empire kings
Khmer Empire,20,20,Asia,hereditary,802 - 1431,Khmer empire kings
Korea (Joseon),1,6,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),2,18,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),3,32,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),4,22,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),5,4,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),6,2,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),7,13,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),8,1,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),9,25,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),10,12,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),11,38,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),12,12,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),13,2,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),14,34,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),15,8,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),16,16,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),17,27,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),18,10,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),19,15,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),20,46,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),21,4,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),22,52,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),23,15,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),24,3,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),25,14,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),26,34,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),27,10,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Korea (Joseon),28,13,Asia,hereditary,1392 - 1910,Joseon dynasty kings
Mamluk Sultanate,1,7,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,2,17,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,3,2,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,4,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,5,12,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,6,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,7,9,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,8,42,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,9,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,10,0.5,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,11,2,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,12,3,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,13,6,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,14,2,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,15,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,16,13,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,17,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,18,6,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
